Name,Location,Locality,City,Cuisine,Rating,Votes,Average-Cost,Latitude,Longitude
Raasta Cafe,"Howrah, Howrah", Howrah,Kolkata,"Fast Food,  North Indian",3.4,8,300,22.5833648,88.3403452
Fruitose,"Bangur Avenue, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Juice",5,2,300,22.6058971,88.4111177
Golden Spoon,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Chinese,  North Indian",3.4,9,700,22.57313745,88.36473552
Sam's Pub,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese,  Continental",3.4,6,1300,22.57313745,88.36473552
Barbeque Nation,"Diamond Plaza Mall,Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,"Barbecue,  North Indian,  Chinese,  Mughlai",4.5,260,1500,22.6154935,88.41246618
Pind Punjabi Dhaba,"Bangur Avenue, 24 Parganas North", 24 Parganas North,Kolkata,North Indian,4,46,700,22.6058971,88.4111177
Pool Cafe,"Howrah, Howrah", Howrah,Kolkata,"South Indian,  Fast Food,  North Indian,  Chinese",5,1,600,22.5833648,88.3403452
The Burger Factory,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Italian,  Chinese,  Burger,  North Indian,  Fast Food",2.7,5,700,22.57313745,88.36473552
Darao Pathik Bor,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  South Indian",4.3,86,800,22.6180871,88.412251
Uddta Punjab Dhaba,"Tangra, East Kolkata", East Kolkata,Kolkata,"North Indian,  Mughlai",2.5,7,800,22.5660376,88.369557
Tit Bits,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,"Street Food,  North Indian,  Chinese,  Fast Food",4.9,8,600,22.5622545,88.3507941
Rasna Buzz,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,"Fast Food,  Shakes,  Desserts",4.8,20,300,22.5622545,88.3507941
Rajnigandha Bar,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Chinese",2.1,2,1000,22.57313745,88.36473552
Aminia,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Biryani",3.8,278,700,22.6180871,88.412251
Red Kitchen and Lounge,"Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese",4.4,30,900,22.7569892,88.5437939
Rang De Basanti Dhaba,"Diamond Plaza Mall,Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,North Indian,3.9,303,800,22.6154935,88.41246618
WTF! - Where's The Food,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,Chinese,4.1,38,500,22.6180871,88.412251
Arun Tea Stall,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Street Food,  Tea",3,1,300,22.57313745,88.36473552
11 To 11 Tastebusterzz,"Diamond Plaza Mall,Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Italian,  Chinese,  Continental",3.9,69,1200,22.6154935,88.41246618
Monginis,"Diamond Plaza Mall,Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",4.1,16,200,22.6154935,88.41246618
Fung Fa,"Tangra, East Kolkata", East Kolkata,Kolkata,"Chinese,  Seafood",1.9,10,1000,22.5660376,88.369557
The Sugarr and Spice,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",4,1,300,22.6180871,88.412251
Indus Pizza,"Kestopur, 24 Parganas North", 24 Parganas North,Kolkata,"Pizza,  Italian,  Fast Food",3.6,7,500,22.5973333,88.4338521
Cafe By The Lane,"Shibpur, Howrah", Howrah,Kolkata,Fast Food,5,2,700,22.5685792,88.2942109
Raasta Cafe,"Shibpur, Howrah", Howrah,Kolkata,"Fast Food,  North Indian,  Chinese,  Desserts",3.1,13,300,22.5685792,88.2942109
Wow! Momo,"Jessore Road, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",3.3,26,400,22.7569892,88.5437939
Empire Bar,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,Finger Food,3.5,2,1000,22.5622545,88.3507941
Shanghai- Flavours Of China Town,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,"Chinese,  Seafood",4.3,46,1000,22.6180871,88.412251
Chowman,"Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,"Asian,  Chinese,  Thai,  Seafood,  Oriental ",4.6,53,900,22.609668,88.4276832
Ridhi Sidhi,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,"Italian,  Chinese,  South Indian",2.4,5,700,22.5622545,88.3507941
The Sugarr and Spice,"Nagerbazar, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Bakery and Confectionary",4.5,4,300,22.6228349,88.4139318
My Oven Story,"Liluah, Howrah", Howrah,Kolkata,"Desserts,  Fast Food",5,2,200,22.6209027,88.3394035
Buddha Bites,"Baranagar, 24 Parganas North", 24 Parganas North,Kolkata,"Chinese,  Asian",3.6,52,1000,22.6493438,88.3685302
Sai Jalpan Junction,"Kestopur, 24 Parganas North", 24 Parganas North,Kolkata,South Indian,2.5,2,200,22.5973333,88.4338521
Wow! Momo,"Shibpur, Howrah", Howrah,Kolkata,"Fast Food,  Tibetan",4.3,7,400,22.5685792,88.2942109
Kasturi Restaurant,"Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,Bengali,4,65,700,22.609668,88.4276832
Afterhours - Pub,"Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Italian,  Continental",4.1,87,1600,22.609668,88.4276832
Hashtag Live,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  Italian",4.1,78,1000,22.6286173,88.44061
Chiniz Qwizin,"Kidderpore, West Kolkata", West Kolkata,Kolkata,Chinese,5,1,800,22.53538,88.3206094
Friends Of Pho,"Teghoria, 24 Parganas North", 24 Parganas North,Kolkata,"Multi-Cuisine,  Chinese,  Thai,  Vietnamese,  Asian,  Malaysian",4.5,109,1200,22.63012025,88.4338489
Hangoutz - The Boutique Cafe,"Howrah, Howrah", Howrah,Kolkata,Fast Food,4.5,18,600,22.5833648,88.3403452
Goofys Chicken Shack,"Howrah, Howrah", Howrah,Kolkata,Fast Food,4.5,3,400,22.5833648,88.3403452
Oxy Jam,"Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,"Chinese,  Fast Food",1.7,8,399,22.609668,88.4276832
Sanmuga Villas,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,South Indian,5,2,500,22.6286173,88.44061
Kafe Kolorob,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,Fast Food,4.5,5,300,22.6286173,88.44061
The Sugarr and Spice,"Kidderpore, West Kolkata", West Kolkata,Kolkata,"Desserts,  Bakery and Confectionary",3.5,2,300,22.53538,88.3206094
Calcutta Bistro,"DLF Galleria,New Town, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  Continental",4.5,28,1000,22.58183335,88.46041355
Country Roads,"DLF Galleria,New Town, 24 Parganas North", 24 Parganas North,Kolkata,"Finger Food,  North Indian,  Chinese,  Continental",4.4,164,1600,22.58183335,88.46041355
Riwaz,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  Mughlai",4,107,1200,22.5882834,88.4734476
Indus Pizza,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,"Italian,  Pizza",1,1,500,22.6180871,88.412251
Love Desi Chinese,"Baranagar, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese",4,2,500,22.6493438,88.3685302
The Tibetan Cuisine,"Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  North Indian,  Tibetan",3,2,300,22.609668,88.4276832
Social Kitchen,"Holiday Inn Kolkata Airport,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  European,  Asian,  Fast Food",3.8,415,1500,22.6231943,88.4437332
Blaze Restaurant & Bar,"DLF Galleria,New Town, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese",4.2,55,800,22.58183335,88.46041355
Monginis,"Baranagar, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",3.5,10,200,22.6493438,88.3685302
Spice It,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese",3.2,48,1600,22.6286173,88.44061
Bangaleeana,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Bengali",3.3,17,700,22.6286173,88.44061
Urban Kitchen & Bar,"Holiday Inn Kolkata Airport,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,Finger Food,3.4,14,2000,22.6231943,88.4437332
Wow! Momo,"Baranagar, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",3,3,400,22.6493438,88.3685302
Sea Estta inn,"Tollygunge, South Kolkata", South Kolkata,Kolkata,"Chinese,  Thai,  Seafood",4.2,59,800,22.4998784,88.3471713
Wow! China by Wow! Momo,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,Chinese,4,20,500,22.5882834,88.4734476
Royal Bengal,"Holiday Inn Kolkata Airport,Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",3,1,500,22.6231943,88.4437332
Blue Nile Lounge,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Finger Food",4.1,9,1700,22.6286173,88.44061
Kava,"Fairfield by Marriott,New Town, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  Continental",3.8,293,2200,22.5786581,88.4684426
Wow! Momo,"Hooghly, North Kolkata", North Kolkata,Kolkata,"Fast Food,  Tibetan",5,2,400,22.7326552,88.36026136
Wow! Momo,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",5,1,400,22.6180871,88.412251
Wow! Momo,"Belgharia, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",4.3,13,400,22.6656371,88.3980035
The Tibetan Flavours,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"Chinese,  Tibetan",5,2,500,22.6286173,88.44061
Cafe Dreamers,"Tollygunge, South Kolkata", South Kolkata,Kolkata,Fast Food,4.4,10,400,22.4998784,88.3471713
Vertex – The Liquid Restaurant,"Fairfield by Marriott,New Town, 24 Parganas North", 24 Parganas North,Kolkata,Finger Food,3.7,106,1500,22.5786581,88.4684426
Crossroad Cafe,"Tollygunge, South Kolkata", South Kolkata,Kolkata,"American,  Italian,  Continental",4.2,35,800,22.4998784,88.3471713
FryDe Cafe,"Belgharia, 24 Parganas North", 24 Parganas North,Kolkata,"Italian,  Fast Food",4.3,31,500,22.6656371,88.3980035
Krazzy for Waffle,"Kaikhali, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Waffle",2.7,4,400,22.6344209,88.4346171
Aminia,"Behala, South Kolkata", South Kolkata,Kolkata,"North Indian,  Biryani",4.3,304,700,22.5090932,88.2997248
24 Ave Pizza,"Tollygunge, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Pizza",4.2,61,400,22.4998784,88.3471713
Nalin Chandra Das & Sons,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,Mithai,4.8,4,200,22.5882834,88.4734476
The Quince Restaurant cum Bar Club,"Behala, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese",4.2,22,1000,22.5090932,88.2997248
King's Cafe,"Shibpur, Howrah", Howrah,Kolkata,Fast Food,1,1,400,22.5685792,88.2942109
Biriyani Bar,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese",1,1,500,22.5882834,88.4734476
Wow! Momo,"Tollygunge, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",5,3,400,22.4998784,88.3471713
The Royal Bengal Tiger Cafe,"Tollygunge, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Continental,  Bengali,  Coffee",4.1,33,600,22.4998784,88.3471713
Emoji,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  Continental",4.4,2,500,22.5882834,88.4734476
Damn! Yumm!,"Dumdum, 24 Parganas North", 24 Parganas North,Kolkata,"Chinese,  Fast Food",2,1,500,22.6180871,88.412251
Tezpata Restaurant,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,Bengali,5,1,500,22.5882834,88.4734476
Wow! Momo,"Tollygunge, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",4.1,32,400,22.4998784,88.3471713
Rath,"Belgharia, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  Bengali",2.5,2,400,22.6656371,88.3980035
L'Instant Cafe,"Tollygunge, South Kolkata", South Kolkata,Kolkata,"Italian,  Mexican",4.4,13,800,22.4998784,88.3471713
The Chaiwala,"Tollygunge, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tea",4.1,23,600,22.4998784,88.3471713
The Sugarr and Spice,"Behala, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",5,4,300,22.5090932,88.2997248
Sonamati Restaurant,"Behala, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  Seafood,  Fast Food",3.9,33,700,22.5090932,88.2997248
Eatelicious,"Behala, South Kolkata", South Kolkata,Kolkata,"Chinese,  Continental",3.9,4,600,22.5090932,88.2997248
Hao Chi,"Behala, South Kolkata", South Kolkata,Kolkata,Chinese,4.1,24,500,22.5090932,88.2997248
Azad Hind,"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Street Food",3.8,9,800,22.4711093,88.3980989
Khanti Damodaar Seth,"Behala, South Kolkata", South Kolkata,Kolkata,"Bengali,  North Indian",4.3,6,700,22.5090932,88.2997248
All Is Well,"Belgharia, 24 Parganas North", 24 Parganas North,Kolkata,"Chinese,  Fast Food,  North Indian",1,1,500,22.6656371,88.3980035
The Sugarr and Spice,"Behala, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",4,2,300,22.5090932,88.2997248
Hatari,"Behala, South Kolkata", South Kolkata,Kolkata,"Chinese,  North Indian,  Seafood",4.3,53,1000,22.5090932,88.2997248
Wow! Momo,"Behala, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",3.7,20,400,22.5090932,88.2997248
Food O Holic,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Fast Food,  Chinese",1,1,500,22.6286173,88.44061
Beans N Barrels,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,"Finger Food,  North Indian,  Chinese,  Continental",4.2,12,1000,22.5882834,88.4734476
Hotel Royal Height,"Behala, South Kolkata", South Kolkata,Kolkata,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Thai,  Japanese",4.2,15,1200,22.5090932,88.2997248
The Sugarr and Spice,"Garia, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary",1,1,300,22.4711093,88.3980989
Chowman,"Behala, South Kolkata", South Kolkata,Kolkata,"Asian,  Chinese,  Thai,  Seafood,  Oriental ",4.2,66,900,22.5090932,88.2997248
The Yellow Straw,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,"Juice,  Shakes",4.3,3,300,22.5882834,88.4734476
Monginis,"Behala, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",3.8,22,200,22.5090932,88.2997248
Subway,"Rosedale Plaza,New Town, 24 Parganas North", 24 Parganas North,Kolkata,Health Food,4.5,7,400,22.56158455,88.49052756
Chowman,"Garia, South Kolkata", South Kolkata,Kolkata,"Asian,  Chinese,  Thai,  Seafood,  Oriental ",4.3,68,900,22.4711093,88.3980989
Sholo Ana Bangali,"Behala, South Kolkata", South Kolkata,Kolkata,Bengali,3.9,8,600,22.5090932,88.2997248
Yuan,"Garia, South Kolkata", South Kolkata,Kolkata,"Asian,  Chinese,  Thai",4.1,52,1000,22.4711093,88.3980989
Wow! Momo,"Behala, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",4.6,13,400,22.5090932,88.2997248
Neptune,"Howrah, Howrah", Howrah,Kolkata,Finger Food,3.2,5,1300,22.5833648,88.3403452
Cafe Latte,"Behala, South Kolkata", South Kolkata,Kolkata,"Chinese,  Fast Food,  Continental",4.3,24,900,22.5090932,88.2997248
Aafter 9,"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  Continental",4.3,19,1500,22.4711093,88.3980989
Krazzy for Waffle,"Garia, South Kolkata", South Kolkata,Kolkata,"Desserts,  Waffle,  Shakes",4.4,5,400,22.4711093,88.3980989
Wow! China by Wow! Momo,"Behala, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",4,1,400,22.5090932,88.2997248
Azad Hind Dhaba,"Tollygunge, South Kolkata", South Kolkata,Kolkata,North Indian,3.1,24,800,22.4998784,88.3471713
Igloo Cafe & Ice Cream Parlour,"Behala, South Kolkata", South Kolkata,Kolkata,"Desserts,  Ice Cream,  Fast Food",3,1,500,22.5090932,88.2997248
Sholo Ana Bangali,"Garia, South Kolkata", South Kolkata,Kolkata,Bengali,3.8,3,600,22.4711093,88.3980989
Red Bamboo Shoot,"Garia, South Kolkata", South Kolkata,Kolkata,"Chinese,  Oriental ,  North Indian",4,35,800,22.4711093,88.3980989
Wow! Momo,"Garia, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",5,1,400,22.4711093,88.3980989
Wow! Momo,"Garia, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",3.8,5,400,22.4711093,88.3980989
Chowman,"Sodepur, 24 Parganas North", 24 Parganas North,Kolkata,"Asian,  Chinese,  Thai,  Seafood,  Oriental ",4.1,25,900,22.6980373,88.3803135
Babumashai  (The Last Metro),"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  Mughlai",4.3,26,900,22.4711093,88.3980989
Momo And Adda,"Garia, South Kolkata", South Kolkata,Kolkata,"Chinese,  Tibetan",3.9,22,300,22.4711093,88.3980989
Baraf - The Last Metro,"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  European,  Oriental ",4.3,4,1000,22.4711093,88.3980989
Wow! Momo,"Garia, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Tibetan",3,2,400,22.4711093,88.3980989
Olive Grill,"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  Fast Food",5,1,300,22.4711093,88.3980989
Jadu Kadai,"Behala, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese",3.4,4,500,22.5090932,88.2997248
Aminia,"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Biryani",3.8,10,700,22.4711093,88.3980989
Sweet Chilliz,"Garia, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Desserts",5,1,300,22.4711093,88.3980989
Noodle Oodle,"Garia, South Kolkata", South Kolkata,Kolkata,"Chinese,  Seafood",3.4,15,600,22.4711093,88.3980989
Puchkaman,"Garia, South Kolkata", South Kolkata,Kolkata,"Street Food,  Fast Food",3.4,9,500,22.4711093,88.3980989
Chowman,"Garia, South Kolkata", South Kolkata,Kolkata,"Asian,  Chinese,  Thai,  Seafood,  Oriental ",4.4,16,900,22.4711093,88.3980989
Wow! Momo,"Sodepur, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",4.4,21,400,22.6980373,88.3803135
Wow! Momo,"New Town, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",1,1,400,22.5882834,88.4734476
Hatari,"Garia, South Kolkata", South Kolkata,Kolkata,"Chinese,  North Indian,  Seafood",3.9,28,1000,22.4711093,88.3980989
Wow! China by Wow! Momo,"Sodepur, 24 Parganas North", 24 Parganas North,Kolkata,Chinese,4.1,26,500,22.6980373,88.3803135
Azad Hind Dhaba,"Behala, South Kolkata", South Kolkata,Kolkata,"North Indian,  Chinese,  Fast Food",3.6,18,800,22.5090932,88.2997248
Wow! Momo,"Sodepur, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",3.6,28,400,22.6980373,88.3803135
Benjamin Bangalee,"Thakurpukur, South Kolkata", South Kolkata,Kolkata,"North Indian,  Bengali,  Chinese,  Seafood",4.4,14,600,22.4643677,88.3075322
Wow! Momo,"Narendrapur, 24 Parganas South", 24 Parganas South,Mumbai,"Fast Food,  Tibetan",3.1,8,400,22.4541674,88.4183764
The Flavours,"Narendrapur, 24 Parganas South", 24 Parganas South,Mumbai,"North Indian,  Chinese,  Continental,  Mughlai",4.8,8,900,22.4541674,88.4183764
Wow! Momo,"Madhyamgram, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",3.9,8,400,22.6947839,88.4530183
Monginis,"Hooghly, North Kolkata", North Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",2.5,2,200,22.7326552,88.36026136
7/12 Fried Ice Cream Parlour,"Narendrapur, 24 Parganas South", 24 Parganas South,Mumbai,"Desserts,  Ice Cream",3,1,400,22.4541674,88.4183764
Wow! Momo,"Hooghly, North Kolkata", North Kolkata,Kolkata,"Fast Food,  Tibetan",1,1,400,22.7326552,88.36026136
Monginis,"Thakurpukur, South Kolkata", South Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",1,5,200,22.4643677,88.3075322
Buddha Bites,"Thakurpukur, South Kolkata", South Kolkata,Kolkata,"Chinese,  Asian",2.8,4,1000,22.4643677,88.3075322
Monginis,"Barasat, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",4.5,2,200,22.7191072,88.4826229
Wow! Momo,"Barasat, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",4.3,9,400,22.7191072,88.4826229
Aminia,"Barrackpore, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Biryani,  Mughlai",4.3,239,700,22.7641623,88.3776088
Punjab Restaurant And Madras Tiffin,"Barrackpore, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Chinese,  South Indian",5,1,500,22.7641623,88.3776088
Wow! Momo,"Barrackpore, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",4,17,400,22.7641623,88.3776088
Kasturi Restaurant,"Barrackpore, 24 Parganas North", 24 Parganas North,Kolkata,"Bengali,  Seafood",4.2,72,700,22.7641623,88.3776088
Wow! Momo,"Shyamnagar, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",1,1,400,22.8285164,88.3801893
Azad Hind Dhaba,"Howrah, Howrah", Howrah,Kolkata,North Indian,4.1,5,800,22.5833648,88.3403452
Monginis,"Hooghly, North Kolkata", North Kolkata,Kolkata,"Desserts,  Bakery and Confectionary,  Fast Food",4.1,7,200,22.7326552,88.36026136
